project_id,sov_line_id,total_labor_cost,total_hours_st,total_hours_ot,log_count,unique_employees,date_min,date_max,total_hours
PRJ-2022-336,PRJ-2022-336-SOV-13,29546.05,324,10,41,41,2023-03-07,2023-04-28,334
PRJ-2022-336,PRJ-2022-336-SOV-14,30378.16,328,18,41,41,2023-03-03,2023-05-01,346
PRJ-2022-336,PRJ-2022-336-SOV-15,31350.94,342,20,43,43,2023-03-03,2023-05-01,362
PRJ-2022-337,PRJ-2022-337-SOV-01,337940.6,3676,252,465,459,2022-01-13,2023-05-19,3928
PRJ-2022-337,PRJ-2022-337-SOV-02,105215.46,1260,32,160,159,2022-01-13,2022-06-09,1292
PRJ-2022-337,PRJ-2022-337-SOV-03,150636.0,1596,96,202,200,2022-03-11,2022-11-04,1692
PRJ-2022-337,PRJ-2022-337-SOV-04,157261.3,1756,110,221,218,2022-03-04,2022-11-02,1866
PRJ-2022-337,PRJ-2022-337-SOV-05,174182.11000000002,1882,104,236,230,2022-03-07,2022-11-04,1986
PRJ-2022-337,PRJ-2022-337-SOV-06,82137.77,932,50,118,117,2022-06-13,2022-11-04,982
PRJ-2022-337,PRJ-2022-337-SOV-07,77486.1,804,40,101,101,2022-06-10,2022-11-03,844
PRJ-2022-337,PRJ-2022-337-SOV-08,86156.53,948,58,120,119,2022-06-10,2022-11-03,1006
PRJ-2022-337,PRJ-2022-337-SOV-09,150600.25,1698,78,219,216,2022-06-10,2023-03-08,1776
PRJ-2022-337,PRJ-2022-337-SOV-10,99313.19,1094,56,139,137,2022-11-07,2023-03-07,1150
PRJ-2022-337,PRJ-2022-337-SOV-11,134297.68,1438,78,181,180,2022-11-08,2023-05-18,1516
PRJ-2022-337,PRJ-2022-337-SOV-12,88306.24,956,46,122,122,2022-11-08,2023-03-07,1002
PRJ-2022-337,PRJ-2022-337-SOV-13,30791.31,358,24,45,45,2023-03-10,2023-05-19,382
PRJ-2022-337,PRJ-2022-337-SOV-14,36536.97,406,12,51,51,2023-03-10,2023-05-19,418
PRJ-2022-337,PRJ-2022-337-SOV-15,35702.95,406,22,52,52,2023-03-09,2023-05-18,428
PRJ-2022-338,PRJ-2022-338-SOV-01,356461.5,3878,238,492,479,2022-03-15,2023-09-19,4116
PRJ-2022-338,PRJ-2022-338-SOV-02,137593.05,1476,88,188,188,2022-03-15,2022-08-26,1564
PRJ-2022-338,PRJ-2022-338-SOV-03,173086.53,1944,100,247,243,2022-05-11,2023-02-07,2044
PRJ-2022-338,PRJ-2022-338-SOV-04,187878.07,2020,148,255,248,2022-05-10,2023-02-08,2168
PRJ-2022-338,PRJ-2022-338-SOV-05,154074.42,1656,94,212,209,2022-05-12,2023-02-09,1750
PRJ-2022-338,PRJ-2022-338-SOV-06,107182.56,1186,58,148,147,2022-08-30,2023-02-09,1244
PRJ-2022-338,PRJ-2022-338-SOV-07,84917.09,930,38,117,117,2022-08-29,2023-02-09,968
PRJ-2022-338,PRJ-2022-338-SOV-08,99258.97,1102,64,138,137,2022-08-29,2023-02-09,1166
PRJ-2022-338,PRJ-2022-338-SOV-09,196938.81,2140,108,273,269,2022-08-29,2023-06-28,2248
PRJ-2022-338,PRJ-2022-338-SOV-10,94526.58,1022,50,132,132,2023-02-10,2023-06-27,1072
PRJ-2022-338,PRJ-2022-338-SOV-11,151836.9,1706,78,218,215,2023-02-10,2023-09-18,1784
PRJ-2022-338,PRJ-2022-338-SOV-12,99380.25,1094,76,140,137,2023-02-13,2023-06-27,1170
PRJ-2022-338,PRJ-2022-338-SOV-13,40322.01,460,36,58,58,2023-06-29,2023-09-19,496
PRJ-2022-338,PRJ-2022-338-SOV-14,42571.01,452,26,56,56,2023-06-30,2023-09-19,478
PRJ-2022-338,PRJ-2022-338-SOV-15,36954.72,408,36,52,52,2023-07-03,2023-09-13,444
PRJ-2022-339,PRJ-2022-339-SOV-01,734554.49,7972,532,1011,950,2022-02-23,2024-07-03,8504
PRJ-2022-339,PRJ-2022-339-SOV-02,273262.25,2930,192,371,359,2022-02-23,2022-11-07,3122
PRJ-2022-339,PRJ-2022-339-SOV-03,374711.18,4060,236,517,500,2022-05-20,2023-07-25,4296
PRJ-2022-339,PRJ-2022-339-SOV-04,389661.57,4278,240,544,525,2022-05-23,2023-07-24,4518
PRJ-2022-339,PRJ-2022-339-SOV-05,409215.6,4442,282,564,549,2022-05-24,2023-07-24,4724
PRJ-2022-339,PRJ-2022-339-SOV-06,191033.79,2244,92,282,277,2022-11-09,2023-07-25,2336
PRJ-2022-339,PRJ-2022-339-SOV-07,250639.79,2682,164,338,332,2022-11-09,2023-07-25,2846
PRJ-2022-339,PRJ-2022-339-SOV-08,235168.47,2598,136,329,325,2022-11-09,2023-07-25,2734
PRJ-2022-339,PRJ-2022-339-SOV-09,419467.93,4700,186,599,577,2022-11-09,2024-02-23,4886
PRJ-2022-339,PRJ-2022-339-SOV-10,202601.26,2260,130,285,280,2023-07-26,2024-02-26,2390
PRJ-2022-339,PRJ-2022-339-SOV-11,277889.53,3060,164,389,384,2023-07-26,2024-07-03,3224
PRJ-2022-339,PRJ-2022-339-SOV-12,209503.61000000002,2332,118,295,293,2023-07-26,2024-02-21,2450
PRJ-2022-339,PRJ-2022-339-SOV-13,77758.07,828,48,104,103,2024-02-27,2024-07-03,876
PRJ-2022-339,PRJ-2022-339-SOV-14,63561.16,756,40,96,96,2024-02-27,2024-07-01,796
PRJ-2022-339,PRJ-2022-339-SOV-15,63649.56,744,36,94,92,2024-02-27,2024-07-03,780
PRJ-2022-340,PRJ-2022-340-SOV-01,245734.86000000002,2740,158,348,338,2022-01-18,2023-01-18,2898
PRJ-2022-340,PRJ-2022-340-SOV-02,76712.9,868,38,108,108,2022-01-17,2022-05-06,906
PRJ-2022-340,PRJ-2022-340-SOV-03,136090.43,1488,90,187,184,2022-02-23,2022-08-25,1578
PRJ-2022-340,PRJ-2022-340-SOV-04,110713.91,1258,58,160,160,2022-02-23,2022-08-24,1316
PRJ-2022-340,PRJ-2022-340-SOV-05,105373.0,1142,82,146,146,2022-02-24,2022-08-24,1224
PRJ-2022-340,PRJ-2022-340-SOV-06,53414.51,562,24,72,72,2022-05-10,2022-08-22,586
PRJ-2022-340,PRJ-2022-340-SOV-07,58474.65,646,40,81,81,2022-05-09,2022-08-24,686
PRJ-2022-340,PRJ-2022-340-SOV-08,72097.79,792,46,99,98,2022-05-09,2022-08-25,838
PRJ-2022-340,PRJ-2022-340-SOV-09,121053.83,1366,48,173,172,2022-05-09,2022-11-25,1414
PRJ-2022-340,PRJ-2022-340-SOV-10,69753.29000000001,750,34,96,96,2022-08-26,2022-11-25,784
PRJ-2022-340,PRJ-2022-340-SOV-11,82135.34,922,42,117,117,2022-08-29,2023-01-19,964
PRJ-2022-340,PRJ-2022-340-SOV-12,63238.87,684,38,88,88,2022-08-29,2022-11-25,722
PRJ-2022-340,PRJ-2022-340-SOV-13,19746.74,254,2,32,32,2022-11-30,2023-01-19,256
PRJ-2022-340,PRJ-2022-340-SOV-14,22570.74,290,12,36,36,2022-11-28,2023-01-18,302
PRJ-2022-340,PRJ-2022-340-SOV-15,37848.87,376,32,49,49,2022-11-28,2023-01-19,408
PRJ-2022-341,PRJ-2022-341-SOV-01,242350.38,2652,162,337,323,2022-03-03,2023-03-07,2814
PRJ-2022-341,PRJ-2022-341-SOV-02,83112.76,912,58,116,115,2022-03-03,2022-06-22,970
PRJ-2022-341,PRJ-2022-341-SOV-03,107642.79000000001,1186,84,151,151,2022-04-11,2022-10-07,1270
PRJ-2022-341,PRJ-2022-341-SOV-04,119695.96,1300,80,166,164,2022-04-11,2022-10-11,1380
PRJ-2022-341,PRJ-2022-341-SOV-05,127888.27,1348,74,169,168,2022-04-12,2022-10-11,1422
PRJ-2022-341,PRJ-2022-341-SOV-06,65027.99,670,42,85,85,2022-06-23,2022-10-11,712
PRJ-2022-341,PRJ-2022-341-SOV-07,39461.4,482,20,61,61,2022-06-24,2022-09-30,502
PRJ-2022-341,PRJ-2022-341-SOV-08,63124.56,738,26,94,94,2022-06-23,2022-10-11,764
PRJ-2022-341,PRJ-2022-341-SOV-09,148788.9,1568,104,198,196,2022-06-24,2023-01-11,1672
PRJ-2022-341,PRJ-2022-341-SOV-10,61819.58,696,38,87,87,2022-10-12,2023-01-11,734
PRJ-2022-341,PRJ-2022-341-SOV-11,81729.36,956,38,123,123,2022-10-12,2023-03-07,994
PRJ-2022-341,PRJ-2022-341-SOV-12,67490.1,746,42,95,94,2022-10-12,2023-01-11,788
PRJ-2022-341,PRJ-2022-341-SOV-13,28653.4,312,16,40,40,2023-01-12,2023-03-07,328
PRJ-2022-341,PRJ-2022-341-SOV-14,27840.170000000002,296,16,37,37,2023-01-12,2023-03-07,312
PRJ-2022-341,PRJ-2022-341-SOV-15,29312.7,314,16,39,39,2023-01-18,2023-03-07,330
PRJ-2022-342,PRJ-2022-342-SOV-01,212586.72,2288,130,293,286,2022-01-03,2022-11-04,2418
PRJ-2022-342,PRJ-2022-342-SOV-02,72589.13,796,42,101,101,2022-01-03,2022-04-01,838
PRJ-2022-342,PRJ-2022-342-SOV-03,93743.67,1056,58,133,132,2022-02-02,2022-07-05,1114
PRJ-2022-342,PRJ-2022-342-SOV-04,111583.51,1222,58,157,156,2022-02-03,2022-07-05,1280
PRJ-2022-342,PRJ-2022-342-SOV-05,89615.13,970,58,122,121,2022-02-02,2022-07-04,1028
PRJ-2022-342,PRJ-2022-342-SOV-06,46153.73,500,24,64,64,2022-04-05,2022-07-04,524
PRJ-2022-342,PRJ-2022-342-SOV-07,56751.54,628,28,78,78,2022-04-06,2022-07-04,656
PRJ-2022-342,PRJ-2022-342-SOV-08,44666.65,488,40,63,63,2022-04-05,2022-07-05,528
PRJ-2022-342,PRJ-2022-342-SOV-09,118826.46,1314,56,168,166,2022-04-06,2022-09-20,1370
PRJ-2022-342,PRJ-2022-342-SOV-10,49526.71,562,38,70,70,2022-07-06,2022-09-20,600
PRJ-2022-342,PRJ-2022-342-SOV-11,78930.9,838,44,105,105,2022-07-07,2022-11-03,882
PRJ-2022-342,PRJ-2022-342-SOV-12,60749.07,670,38,85,85,2022-07-06,2022-09-20,708
PRJ-2022-342,PRJ-2022-342-SOV-13,27019.19,286,18,36,36,2022-09-22,2022-11-04,304
PRJ-2022-342,PRJ-2022-342-SOV-14,26382.95,272,26,35,35,2022-09-21,2022-11-04,298
PRJ-2022-342,PRJ-2022-342-SOV-15,22716.350000000002,246,18,33,33,2022-09-22,2022-11-03,264
PRJ-2022-343,PRJ-2022-343-SOV-01,350666.19,3880,254,489,466,2022-03-24,2023-08-28,4134
PRJ-2022-343,PRJ-2022-343-SOV-02,121106.98,1312,68,167,165,2022-03-23,2022-08-26,1380
PRJ-2022-343,PRJ-2022-343-SOV-03,166428.98,1832,98,233,227,2022-05-17,2023-01-30,1930
PRJ-2022-343,PRJ-2022-343-SOV-04,158177.9,1738,114,222,219,2022-05-16,2023-01-31,1852
PRJ-2022-343,PRJ-2022-343-SOV-05,153774.78,1734,98,220,217,2022-05-16,2023-01-31,1832
PRJ-2022-343,PRJ-2022-343-SOV-06,83166.31,896,58,116,116,2022-08-29,2023-01-31,954
PRJ-2022-343,PRJ-2022-343-SOV-07,83930.81,900,54,113,113,2022-08-30,2023-01-30,954
PRJ-2022-343,PRJ-2022-343-SOV-08,97770.77,1022,74,131,130,2022-08-30,2023-01-31,1096
PRJ-2022-343,PRJ-2022-343-SOV-09,179303.99,1994,104,253,251,2022-08-29,2023-06-09,2098
PRJ-2022-343,PRJ-2022-343-SOV-10,102631.81,1088,74,139,138,2023-02-01,2023-06-09,1162
PRJ-2022-343,PRJ-2022-343-SOV-11,119816.15,1336,106,169,169,2023-02-01,2023-08-28,1442
PRJ-2022-343,PRJ-2022-343-SOV-12,87597.89,942,46,119,119,2023-02-02,2023-06-09,988
PRJ-2022-343,PRJ-2022-343-SOV-13,39381.71,420,18,53,53,2023-06-12,2023-08-28,438
PRJ-2022-343,PRJ-2022-343-SOV-14,48005.75,512,28,65,65,2023-06-12,2023-08-28,540
PRJ-2022-343,PRJ-2022-343-SOV-15,46252.1,464,48,59,58,2023-06-12,2023-08-25,512
PRJ-2022-344,PRJ-2022-344-SOV-01,256322.62,2740,176,351,339,2022-02-01,2023-02-02,2916
PRJ-2022-344,PRJ-2022-344-SOV-02,100599.57,1062,64,134,134,2022-02-01,2022-05-20,1126
PRJ-2022-344,PRJ-2022-344-SOV-03,116321.18000000001,1274,94,161,161,2022-03-10,2022-09-08,1368
PRJ-2022-344,PRJ-2022-344-SOV-04,103645.39,1138,68,144,143,2022-03-11,2022-09-09,1206
PRJ-2022-344,PRJ-2022-344-SOV-05,119073.11,1306,100,166,164,2022-03-10,2022-09-09,1406
PRJ-2022-344,PRJ-2022-344-SOV-06,60605.21,648,36,82,82,2022-05-24,2022-09-09,684
PRJ-2022-344,PRJ-2022-344-SOV-07,59927.29,668,38,85,84,2022-05-24,2022-09-09,706
PRJ-2022-344,PRJ-2022-344-SOV-08,56633.71,622,34,78,78,2022-05-24,2022-09-09,656
PRJ-2022-344,PRJ-2022-344-SOV-09,117856.31,1284,58,164,164,2022-05-24,2022-12-09,1342
PRJ-2022-344,PRJ-2022-344-SOV-10,64245.22,744,36,94,94,2022-09-12,2022-12-07,780
PRJ-2022-344,PRJ-2022-344-SOV-11,101232.07,1116,66,142,141,2022-09-12,2023-02-03,1182
PRJ-2022-344,PRJ-2022-344-SOV-12,70898.21,770,38,99,98,2022-09-12,2022-12-08,808
PRJ-2022-344,PRJ-2022-344-SOV-13,32842.16,360,12,46,46,2022-12-13,2023-02-02,372
PRJ-2022-344,PRJ-2022-344-SOV-14,30792.64,296,32,37,37,2022-12-13,2023-02-03,328
PRJ-2022-344,PRJ-2022-344-SOV-15,27397.239999999998,292,30,37,37,2022-12-13,2023-02-03,322
PRJ-2022-345,PRJ-2022-345-SOV-01,490102.65,5246,318,664,634,2022-02-14,2023-07-18,5564
PRJ-2022-345,PRJ-2022-345-SOV-02,164643.46,1798,76,229,225,2022-02-14,2022-07-20,1874
PRJ-2022-345,PRJ-2022-345-SOV-03,238197.26,2618,156,331,325,2022-04-07,2022-12-22,2774
PRJ-2022-345,PRJ-2022-345-SOV-04,252403.68,2788,160,355,348,2022-04-08,2022-12-23,2948
PRJ-2022-345,PRJ-2022-345-SOV-05,259978.27,2752,200,347,338,2022-04-11,2022-12-23,2952
PRJ-2022-345,PRJ-2022-345-SOV-06,136382.95,1488,92,189,188,2022-07-22,2022-12-21,1580
PRJ-2022-345,PRJ-2022-345-SOV-07,112634.16,1222,60,158,158,2022-07-25,2022-12-23,1282
PRJ-2022-345,PRJ-2022-345-SOV-08,124895.64,1314,84,168,165,2022-07-21,2022-12-23,1398
PRJ-2022-345,PRJ-2022-345-SOV-09,259158.03,2934,152,373,363,2022-07-21,2023-05-03,3086
PRJ-2022-345,PRJ-2022-345-SOV-10,130955.22,1438,102,184,181,2022-12-26,2023-05-02,1540
PRJ-2022-345,PRJ-2022-345-SOV-11,172322.54,1848,106,233,232,2022-12-26,2023-07-20,1954
PRJ-2022-345,PRJ-2022-345-SOV-12,143241.29,1582,78,202,200,2022-12-26,2023-05-03,1660
PRJ-2022-345,PRJ-2022-345-SOV-13,42012.75,484,12,64,64,2023-05-08,2023-07-20,496
PRJ-2022-345,PRJ-2022-345-SOV-14,35036.56,388,24,49,49,2023-05-04,2023-07-18,412
PRJ-2022-345,PRJ-2022-345-SOV-15,36415.03,420,22,53,53,2023-05-04,2023-07-20,442
PRJ-2022-346,PRJ-2022-346-SOV-01,781755.27,8396,518,1059,995,2022-03-01,2024-07-09,8914
PRJ-2022-346,PRJ-2022-346-SOV-02,293885.72000000003,3156,174,400,391,2022-03-02,2022-11-14,3330
PRJ-2022-346,PRJ-2022-346-SOV-03,392374.53,4314,232,545,520,2022-06-02,2023-07-31,4546
PRJ-2022-346,PRJ-2022-346-SOV-04,393996.69,4362,242,550,526,2022-05-26,2023-07-27,4604
PRJ-2022-346,PRJ-2022-346-SOV-05,401489.94,4386,328,553,535,2022-05-26,2023-07-31,4714
PRJ-2022-346,PRJ-2022-346-SOV-06,230949.11000000002,2528,144,320,309,2022-11-15,2023-07-31,2672
PRJ-2022-346,PRJ-2022-346-SOV-07,213478.54,2420,116,308,302,2022-11-18,2023-07-31,2536
PRJ-2022-346,PRJ-2022-346-SOV-08,207762.15,2328,100,294,289,2022-11-15,2023-07-31,2428
PRJ-2022-346,PRJ-2022-346-SOV-09,443101.85,4890,250,620,592,2022-11-15,2024-03-01,5140
PRJ-2022-346,PRJ-2022-346-SOV-10,227178.02000000002,2498,128,317,315,2023-08-01,2024-02-28,2626
PRJ-2022-346,PRJ-2022-346-SOV-11,284802.43,3068,204,386,380,2023-08-01,2024-07-08,3272
PRJ-2022-346,PRJ-2022-346-SOV-12,216839.75,2392,118,300,292,2023-08-01,2024-02-28,2510
PRJ-2022-346,PRJ-2022-346-SOV-13,66605.27,700,44,92,92,2024-03-06,2024-07-09,744
PRJ-2022-346,PRJ-2022-346-SOV-14,63855.73,702,50,88,87,2024-03-05,2024-07-09,752
PRJ-2022-346,PRJ-2022-346-SOV-15,72282.55,834,34,105,104,2024-03-04,2024-07-08,868
PRJ-2022-347,PRJ-2022-347-SOV-01,330126.36,3612,166,457,438,2022-02-28,2023-07-04,3778
PRJ-2022-347,PRJ-2022-347-SOV-02,134776.28,1442,74,182,180,2022-02-28,2022-07-25,1516
PRJ-2022-347,PRJ-2022-347-SOV-03,148237.36000000002,1656,92,209,206,2022-04-21,2022-12-20,1748
PRJ-2022-347,PRJ-2022-347-SOV-04,146345.2,1634,76,205,204,2022-04-28,2022-12-20,1710
PRJ-2022-347,PRJ-2022-347-SOV-05,148367.41,1644,110,209,208,2022-04-19,2022-12-14,1754
PRJ-2022-347,PRJ-2022-347-SOV-06,92131.46,1000,70,127,126,2022-07-26,2022-12-20,1070
PRJ-2022-347,PRJ-2022-347-SOV-07,76742.1,820,46,102,102,2022-07-26,2022-12-19,866
PRJ-2022-347,PRJ-2022-347-SOV-08,88659.8,946,66,119,119,2022-07-26,2022-12-20,1012
PRJ-2022-347,PRJ-2022-347-SOV-09,180649.26,1960,128,249,247,2022-07-26,2023-04-21,2088
PRJ-2022-347,PRJ-2022-347-SOV-10,77953.5,892,52,112,111,2022-12-22,2023-04-21,944
PRJ-2022-347,PRJ-2022-347-SOV-11,132953.25,1468,78,187,184,2022-12-21,2023-07-04,1546
PRJ-2022-347,PRJ-2022-347-SOV-12,98277.83,1020,92,128,128,2022-12-21,2023-04-21,1112
PRJ-2022-347,PRJ-2022-347-SOV-13,42159.25,424,44,54,54,2023-04-24,2023-07-04,468
PRJ-2022-347,PRJ-2022-347-SOV-14,39945.52,386,36,49,49,2023-04-24,2023-07-04,422
PRJ-2022-347,PRJ-2022-347-SOV-15,24873.38,316,16,40,40,2023-04-25,2023-07-04,332
PRJ-2022-348,PRJ-2022-348-SOV-01,286046.14,3142,160,396,387,2022-01-27,2023-02-23,3302
PRJ-2022-348,PRJ-2022-348-SOV-02,92555.69,1046,58,135,133,2022-01-26,2022-05-24,1104
PRJ-2022-348,PRJ-2022-348-SOV-03,128220.58,1394,74,176,174,2022-03-10,2022-09-22,1468
PRJ-2022-348,PRJ-2022-348-SOV-04,135625.39,1466,74,184,181,2022-03-08,2022-09-22,1540
PRJ-2022-348,PRJ-2022-348-SOV-05,128462.5,1364,84,173,172,2022-03-08,2022-09-21,1448
PRJ-2022-348,PRJ-2022-348-SOV-06,48448.57,588,30,74,73,2022-05-26,2022-09-21,618
PRJ-2022-348,PRJ-2022-348-SOV-07,77276.31,824,50,104,104,2022-05-26,2022-09-22,874
PRJ-2022-348,PRJ-2022-348-SOV-08,70175.75,764,44,96,96,2022-05-26,2022-09-21,808
PRJ-2022-348,PRJ-2022-348-SOV-09,136259.16,1490,96,187,185,2022-05-26,2023-01-02,1586
PRJ-2022-348,PRJ-2022-348-SOV-10,62278.020000000004,720,34,91,90,2022-09-26,2022-12-30,754
PRJ-2022-348,PRJ-2022-348-SOV-11,109625.64,1200,76,152,148,2022-09-23,2023-02-28,1276
PRJ-2022-348,PRJ-2022-348-SOV-12,67743.24,748,32,94,93,2022-09-23,2023-01-02,780
PRJ-2022-348,PRJ-2022-348-SOV-13,25611.170000000002,296,8,38,38,2023-01-04,2023-03-01,304
PRJ-2022-348,PRJ-2022-348-SOV-14,26727.32,284,14,36,36,2023-01-03,2023-03-01,298
PRJ-2022-348,PRJ-2022-348-SOV-15,33525.12,380,18,48,48,2023-01-03,2023-02-28,398
PRJ-2022-349,PRJ-2022-349-SOV-01,378437.15,4158,222,530,518,2022-03-30,2023-10-04,4380
PRJ-2022-349,PRJ-2022-349-SOV-02,123107.38,1332,80,169,168,2022-03-30,2022-09-12,1412
PRJ-2022-349,PRJ-2022-349-SOV-03,172398.72,1842,128,232,232,2022-06-02,2023-02-24,1970
PRJ-2022-349,PRJ-2022-349-SOV-04,154037.28,1714,100,218,214,2022-05-26,2023-02-23,1814
PRJ-2022-349,PRJ-2022-349-SOV-05,171129.1,1886,96,240,236,2022-05-26,2023-02-23,1982
PRJ-2022-349,PRJ-2022-349-SOV-06,104138.3,1152,80,146,141,2022-09-13,2023-02-24,1232
PRJ-2022-349,PRJ-2022-349-SOV-07,83636.55,904,42,114,114,2022-09-13,2023-02-23,946
PRJ-2022-349,PRJ-2022-349-SOV-08,84450.85,928,60,116,115,2022-09-13,2023-02-24,988
PRJ-2022-349,PRJ-2022-349-SOV-09,211311.94,2284,144,286,279,2022-09-13,2023-07-13,2428
PRJ-2022-349,PRJ-2022-349-SOV-10,110064.88,1140,80,144,143,2023-02-27,2023-07-13,1220
PRJ-2022-349,PRJ-2022-349-SOV-11,138993.02,1552,78,198,197,2023-02-27,2023-10-03,1630
PRJ-2022-349,PRJ-2022-349-SOV-12,97101.03,1098,62,137,137,2023-02-27,2023-07-13,1160
PRJ-2022-349,PRJ-2022-349-SOV-13,43401.19,458,28,58,58,2023-07-14,2023-10-04,486
PRJ-2022-349,PRJ-2022-349-SOV-14,46028.17,492,14,63,63,2023-07-14,2023-10-04,506
PRJ-2022-349,PRJ-2022-349-SOV-15,36895.5,390,32,49,49,2023-07-17,2023-10-02,422
PRJ-2022-350,PRJ-2022-350-SOV-01,625225.62,6748,396,857,814,2022-01-17,2023-11-21,7144
PRJ-2022-350,PRJ-2022-350-SOV-02,193345.14,2208,124,283,275,2022-01-17,2022-08-08,2332
PRJ-2022-350,PRJ-2022-350-SOV-03,329801.95,3658,202,466,453,2022-03-29,2023-02-27,3860
PRJ-2022-350,PRJ-2022-350-SOV-04,324623.18,3548,198,450,439,2022-03-29,2023-02-27,3746
PRJ-2022-350,PRJ-2022-350-SOV-05,322162.28,3712,152,473,461,2022-03-25,2023-02-27,3864
PRJ-2022-350,PRJ-2022-350-SOV-06,198644.47,2128,124,270,264,2022-08-09,2023-02-27,2252
PRJ-2022-350,PRJ-2022-350-SOV-07,173581.89,1936,88,245,242,2022-08-10,2023-02-23,2024
PRJ-2022-350,PRJ-2022-350-SOV-08,178484.97,1972,98,250,244,2022-08-10,2023-02-24,2070
PRJ-2022-350,PRJ-2022-350-SOV-09,320147.16000000003,3556,164,450,439,2022-08-09,2023-08-14,3720
PRJ-2022-350,PRJ-2022-350-SOV-10,180940.64,1992,114,251,247,2023-02-28,2023-08-14,2106
PRJ-2022-350,PRJ-2022-350-SOV-11,211126.67,2380,112,301,295,2023-02-28,2023-11-21,2492
PRJ-2022-350,PRJ-2022-350-SOV-12,183313.19,2002,118,255,254,2023-02-28,2023-08-15,2120
PRJ-2022-350,PRJ-2022-350-SOV-13,60549.97,684,38,85,85,2023-08-16,2023-11-23,722
PRJ-2022-350,PRJ-2022-350-SOV-14,55544.94,636,34,81,80,2023-08-16,2023-11-23,670
PRJ-2022-350,PRJ-2022-350-SOV-15,59924.22,654,36,81,81,2023-08-16,2023-11-23,690
PRJ-2022-351,PRJ-2022-351-SOV-01,233492.88,2520,154,317,314,2022-01-13,2022-12-16,2674
PRJ-2022-351,PRJ-2022-351-SOV-02,82602.47,906,56,115,114,2022-01-13,2022-04-25,962
PRJ-2022-351,PRJ-2022-351-SOV-03,99995.02,1134,52,144,142,2022-02-17,2022-08-03,1186
PRJ-2022-351,PRJ-2022-351-SOV-04,117080.07,1298,76,164,161,2022-02-18,2022-08-04,1374
PRJ-2022-351,PRJ-2022-351-SOV-05,98393.64,1040,78,131,131,2022-02-18,2022-08-04,1118
PRJ-2022-351,PRJ-2022-351-SOV-06,60336.42,634,32,81,81,2022-04-26,2022-08-04,666
PRJ-2022-351,PRJ-2022-351-SOV-07,57488.590000000004,652,34,82,81,2022-04-26,2022-08-04,686
PRJ-2022-351,PRJ-2022-351-SOV-08,53221.25,622,26,77,76,2022-04-28,2022-08-04,648
PRJ-2022-351,PRJ-2022-351-SOV-09,111446.52,1216,64,153,152,2022-04-26,2022-10-27,1280
PRJ-2022-351,PRJ-2022-351-SOV-10,61476.04,664,46,85,85,2022-08-08,2022-10-25,710
PRJ-2022-351,PRJ-2022-351-SOV-11,89800.39,996,34,126,125,2022-08-05,2022-12-15,1030
PRJ-2022-351,PRJ-2022-351-SOV-12,60454.67,678,28,87,87,2022-08-05,2022-10-27,706
PRJ-2022-351,PRJ-2022-351-SOV-13,21023.12,242,16,31,31,2022-11-02,2022-12-16,258
PRJ-2022-351,PRJ-2022-351-SOV-14,23398.49,236,16,31,31,2022-10-28,2022-12-16,252
PRJ-2022-351,PRJ-2022-351-SOV-15,27000.39,300,10,39,39,2022-10-28,2022-12-16,310
PRJ-2022-352,PRJ-2022-352-SOV-01,592592.12,6518,386,824,788,2022-03-04,2024-01-09,6904
PRJ-2022-352,PRJ-2022-352-SOV-02,199316.96,2142,152,269,268,2022-03-03,2022-09-22,2294
PRJ-2022-352,PRJ-2022-352-SOV-03,303606.27,3370,168,428,419,2022-05-12,2023-04-12,3538
PRJ-2022-352,PRJ-2022-352-SOV-04,312380.33,3402,240,430,419,2022-05-11,2023-04-13,3642
PRJ-2022-352,PRJ-2022-352-SOV-05,314426.4,3476,184,439,428,2022-05-13,2023-04-13,3660
PRJ-2022-352,PRJ-2022-352-SOV-06,165312.14,1904,76,242,236,2022-09-23,2023-04-13,1980
PRJ-2022-352,PRJ-2022-352-SOV-07,167733.07,1820,104,229,227,2022-09-23,2023-04-13,1924
PRJ-2022-352,PRJ-2022-352-SOV-08,169864.14,1830,108,233,229,2022-09-23,2023-04-13,1938
PRJ-2022-352,PRJ-2022-352-SOV-09,345699.55,3906,208,495,483,2022-09-23,2023-09-29,4114
PRJ-2022-352,PRJ-2022-352-SOV-10,190807.73,2032,144,259,255,2023-04-14,2023-09-29,2176
PRJ-2022-352,PRJ-2022-352-SOV-11,233205.1,2518,160,317,312,2023-04-14,2024-01-09,2678
PRJ-2022-352,PRJ-2022-352-SOV-12,181032.8,1950,122,247,242,2023-04-14,2023-09-28,2072
PRJ-2022-352,PRJ-2022-352-SOV-13,59996.1,676,34,85,85,2023-10-02,2024-01-08,710
PRJ-2022-352,PRJ-2022-352-SOV-14,44190.11,516,28,66,65,2023-10-03,2024-01-04,544
PRJ-2022-352,PRJ-2022-352-SOV-15,53913.77,560,32,70,70,2023-10-02,2024-01-09,592
PRJ-2022-353,PRJ-2022-353-SOV-01,352395.42,3840,220,485,472,2022-02-01,2023-06-07,4060
PRJ-2022-353,PRJ-2022-353-SOV-02,113655.0,1202,66,154,153,2022-02-01,2022-06-28,1268
PRJ-2022-353,PRJ-2022-353-SOV-03,148350.56,1684,108,213,213,2022-03-23,2022-11-23,1792
PRJ-2022-353,PRJ-2022-353-SOV-04,133168.08,1508,66,190,187,2022-03-23,2022-11-22,1574
