project_id,delivery_id,date,sov_line_id,material_category,item_description,quantity,unit,unit_cost,total_cost,po_number,vendor,received_by,condition_notes
PRJ-2022-327,DEL-327-dbc2a7,2022-08-07,PRJ-2022-327-SOV-03,Ductwork,Hanging Hardware,47,EA,360.07,16923.22,PO-48427,ACR Group,M. Chen,Good condition
PRJ-2022-327,DEL-327-2b0f6f,2022-08-12,PRJ-2022-327-SOV-05,Piping,Flux,16,EA,18068.81,289100.93,PO-62474,Carrier Enterprise,M. Chen,Good condition
PRJ-2022-327,DEL-327-4ac95b,2022-09-01,PRJ-2022-327-SOV-03,Ductwork,"Flex Duct 8""",377,LF,258.45,97434.66,PO-71667,ACR Group,J. Martinez,Good condition
PRJ-2022-327,DEL-327-147704,2022-09-04,PRJ-2022-327-SOV-05,Piping,Brazing Alloy,31,EA,6643.69,205954.34,PO-40427,Johnstone Supply,K. Thompson,Good condition
PRJ-2022-327,DEL-327-10ada9,2022-09-20,PRJ-2022-327-SOV-04,Ductwork,"Spiral Duct 24""",342,LF,603.81,206502.97,PO-77362,RE Michel,K. Thompson,Good condition
PRJ-2022-327,DEL-327-0964fd,2022-09-25,PRJ-2022-327-SOV-03,Ductwork,"Flex Duct 12""",300,LF,322.56,96767.65,PO-74106,Johnstone Supply,M. Chen,Good condition
PRJ-2022-327,DEL-327-bfecb7,2022-10-10,PRJ-2022-327-SOV-04,Ductwork,Galvanized Sheet Metal 20ga,77,SHEET,4509.45,347227.9,PO-29120,ACR Group,K. Thompson,Good condition
PRJ-2022-327,DEL-327-94a3b4,2022-10-12,PRJ-2022-327-SOV-09,Equipment,FCU 2-Pipe,519,LF,410.45,213023.43,PO-46280,Carrier Enterprise,J. Martinez,Good condition
PRJ-2022-327,DEL-327-1b68c5,2022-10-19,PRJ-2022-327-SOV-06,Piping,Refrigerant R-410A,43,EA,3967.63,170607.95,PO-85292,Ferguson Supply,R. Williams,Good condition
PRJ-2022-327,DEL-327-7cfc2a,2022-10-29,PRJ-2022-327-SOV-08,Equipment,RTU 25-Ton,4,EA,328347.31,1313389.24,PO-75160,ACR Group,J. Martinez,Partial shipment - backorder pending
PRJ-2022-327,DEL-327-a81f28,2022-11-02,PRJ-2022-327-SOV-05,Piping,"PVC Sch40 4""",43,EA,950.89,40888.12,PO-59569,Winsupply,K. Thompson,Good condition
PRJ-2022-327,DEL-327-39b3fe,2022-11-14,PRJ-2022-327-SOV-03,Ductwork,"Flex Duct 8""",127,LF,402.53,51120.87,PO-36753,Ferguson Supply,K. Thompson,Good condition
PRJ-2022-327,DEL-327-793325,2022-11-23,PRJ-2022-327-SOV-09,Equipment,FCU 4-Pipe,896,LF,500.9,448805.76,PO-74649,Johnstone Supply,D. Patel,Minor packaging damage - product OK
PRJ-2022-327,DEL-327-81ca96,2022-11-24,PRJ-2022-327-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,78,SHEET,968.49,75541.94,PO-40194,Winsupply,D. Patel,Good condition
PRJ-2022-327,DEL-327-cd5284,2022-11-26,PRJ-2022-327-SOV-03,Ductwork,"Flex Duct 10""",251,LF,850.25,213413.86,PO-14058,Johnstone Supply,R. Williams,Minor packaging damage - product OK
PRJ-2022-327,DEL-327-f8701f,2022-12-21,PRJ-2022-327-SOV-07,Equipment,RTU 25-Ton,2,EA,453209.33,906418.67,PO-15530,Winsupply,R. Williams,Good condition
PRJ-2022-327,DEL-327-c2e20d,2022-12-28,PRJ-2022-327-SOV-03,Ductwork,Hanging Hardware,20,EA,3132.21,62644.24,PO-74834,Ferguson Supply,D. Patel,Minor packaging damage - product OK
PRJ-2022-327,DEL-327-a1c536,2022-12-28,PRJ-2022-327-SOV-05,Piping,"PVC Sch40 4""",36,EA,841.95,30310.07,PO-31866,Ferguson Supply,R. Williams,Good condition
PRJ-2022-327,DEL-327-02d271,2023-01-05,PRJ-2022-327-SOV-08,Equipment,Chiller 200-Ton,3,EA,278647.4,835942.2,PO-76386,Winsupply,M. Chen,Good condition
PRJ-2022-327,DEL-327-39f33f,2023-01-07,PRJ-2022-327-SOV-05,Piping,"Black Steel Sch40 4""",571,LF,373.5,213270.75,PO-66221,ACR Group,R. Williams,Good condition
PRJ-2022-327,DEL-327-d3d9a7,2023-01-10,PRJ-2022-327-SOV-10,Controls,Damper Motor,10,EA,21609.65,216096.53,PO-49903,Ferguson Supply,R. Williams,Good condition
PRJ-2022-327,DEL-327-ecf049,2023-01-14,PRJ-2022-327-SOV-06,Piping,"Black Steel Sch40 4""",298,LF,588.46,175360.54,PO-66731,Johnstone Supply,J. Martinez,Good condition
PRJ-2022-327,DEL-327-081b3a,2023-01-29,PRJ-2022-327-SOV-06,Piping,Brazing Alloy,29,EA,1603.48,46500.9,PO-54211,Ferguson Supply,J. Martinez,Good condition
PRJ-2022-327,DEL-327-e77b08,2023-02-05,PRJ-2022-327-SOV-10,Controls,Actuator 24V,90,EA,1518.38,136653.97,PO-26793,ACR Group,J. Martinez,Partial shipment - backorder pending
PRJ-2022-327,DEL-327-2c8b87,2023-03-10,PRJ-2022-327-SOV-09,Equipment,AHU Custom,2,EA,276003.09,552006.18,PO-86852,RE Michel,D. Patel,Good condition
PRJ-2022-327,DEL-327-96eb1a,2023-04-04,PRJ-2022-327-SOV-10,Controls,VAV Controller,21,EA,9228.62,193801.08,PO-15302,ACR Group,M. Chen,Good condition
PRJ-2022-327,DEL-327-64585a,2023-04-18,PRJ-2022-327-SOV-12,Insulation,Insulation Adhesive,47,EA,1445.73,67949.32,PO-61205,Carrier Enterprise,K. Thompson,Good condition
PRJ-2022-327,DEL-327-ad0653,2023-04-26,PRJ-2022-327-SOV-10,Controls,VAV Controller,19,EA,16786.11,318936.07,PO-97732,RE Michel,J. Martinez,Minor packaging damage - product OK
PRJ-2022-327,DEL-327-4659d2,2023-04-26,PRJ-2022-327-SOV-12,Insulation,Insulation Adhesive,50,EA,2488.92,124446.13,PO-49745,Ferguson Supply,J. Martinez,Good condition
PRJ-2022-327,DEL-327-ecfa69,2023-04-27,PRJ-2022-327-SOV-08,Equipment,"VAV Box 16""",36,EA,196.75,7082.92,PO-69884,Ferguson Supply,J. Martinez,Partial shipment - backorder pending
PRJ-2022-327,DEL-327-517460,2023-05-09,PRJ-2022-327-SOV-11,Controls,DDC Controller,35,EA,2310.63,80872.02,PO-57313,Winsupply,M. Chen,Partial shipment - backorder pending
PRJ-2022-327,DEL-327-47a99b,2023-05-23,PRJ-2022-327-SOV-11,Controls,DDC Controller,75,EA,1645.71,123428.55,PO-71667,Ferguson Supply,M. Chen,Partial shipment - backorder pending
PRJ-2022-327,DEL-327-fdb00e,2023-06-05,PRJ-2022-327-SOV-09,Equipment,Chiller 200-Ton,3,EA,46285.72,138857.17,PO-10995,Johnstone Supply,R. Williams,Good condition
PRJ-2022-327,DEL-327-e5f9dd,2023-06-25,PRJ-2022-327-SOV-07,Equipment,Split System 3-Ton,21,EA,39196.41,823124.61,PO-58112,Ferguson Supply,M. Chen,Good condition
PRJ-2022-327,DEL-327-e8af7c,2023-07-01,PRJ-2022-327-SOV-09,Equipment,Split System 3-Ton,36,EA,2104.83,75773.88,PO-17776,RE Michel,D. Patel,Good condition
PRJ-2022-327,DEL-327-57687b,2023-07-24,PRJ-2022-327-SOV-11,Controls,Touchscreen Interface,22,EA,5066.42,111461.19,PO-32143,Winsupply,K. Thompson,Good condition
PRJ-2022-327,DEL-327-9d75d9,2023-08-06,PRJ-2022-327-SOV-06,Piping,"Copper Type L 1.5""",947,LF,310.96,294476.17,PO-36853,RE Michel,M. Chen,Good condition
PRJ-2022-327,DEL-327-699ccd,2023-09-01,PRJ-2022-327-SOV-10,Controls,BACnet Gateway,49,EA,908.79,44530.77,PO-22034,Johnstone Supply,J. Martinez,Minor packaging damage - product OK
PRJ-2022-327,DEL-327-6c3480,2023-09-10,PRJ-2022-327-SOV-12,Insulation,Insulation Adhesive,15,EA,3597.46,53961.88,PO-31285,Winsupply,K. Thompson,Minor packaging damage - product OK
PRJ-2022-327,DEL-327-c0b107,2023-09-20,PRJ-2022-327-SOV-10,Controls,"Control Valve 2""",19,EA,4490.48,85319.21,PO-87781,Johnstone Supply,D. Patel,Good condition
PRJ-2022-327,DEL-327-e57b97,2023-12-06,PRJ-2022-327-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",954,LF,131.9,125832.29,PO-45755,Carrier Enterprise,R. Williams,Minor packaging damage - product OK
PRJ-2022-327,DEL-327-8e8d41,2023-12-10,PRJ-2022-327-SOV-11,Controls,Actuator 24V,84,EA,1018.29,85535.99,PO-38363,Winsupply,J. Martinez,Partial shipment - backorder pending
PRJ-2022-327,DEL-327-b89dde,2024-01-09,PRJ-2022-327-SOV-10,Controls,Pressure Sensor,50,EA,1263.25,63162.29,PO-14945,Johnstone Supply,R. Williams,Minor packaging damage - product OK
PRJ-2022-327,DEL-327-913a93,2024-01-14,PRJ-2022-327-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",550,LF,215.23,118378.41,PO-18717,Ferguson Supply,R. Williams,Good condition
PRJ-2022-328,DEL-328-fba7c4,2022-02-21,PRJ-2022-328-SOV-03,Ductwork,"Flex Duct 12""",151,LF,509.04,76864.34,PO-47582,ACR Group,D. Patel,Minor packaging damage - product OK
PRJ-2022-328,DEL-328-059732,2022-03-04,PRJ-2022-328-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,59,SHEET,365.7,21576.08,PO-84596,Johnstone Supply,M. Chen,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-cf6900,2022-03-22,PRJ-2022-328-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,53,SHEET,880.55,46669.09,PO-16352,Carrier Enterprise,M. Chen,Good condition
PRJ-2022-328,DEL-328-c67af8,2022-03-27,PRJ-2022-328-SOV-04,Ductwork,Galvanized Sheet Metal 20ga,59,SHEET,992.56,58561.33,PO-36725,Johnstone Supply,J. Martinez,Good condition
PRJ-2022-328,DEL-328-51e26a,2022-03-29,PRJ-2022-328-SOV-03,Ductwork,Galvanized Sheet Metal 22ga,83,SHEET,1507.34,125109.04,PO-31497,Winsupply,R. Williams,Minor packaging damage - product OK
PRJ-2022-328,DEL-328-895aca,2022-03-29,PRJ-2022-328-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,20,SHEET,4152.88,83057.69,PO-59452,Johnstone Supply,R. Williams,Good condition
PRJ-2022-328,DEL-328-09b466,2022-05-06,PRJ-2022-328-SOV-04,Ductwork,"Flex Duct 12""",410,LF,237.83,97510.18,PO-67009,Ferguson Supply,K. Thompson,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-dafc07,2022-05-07,PRJ-2022-328-SOV-09,Equipment,Boiler 2000MBH,2,EA,56345.97,112691.94,PO-77967,Ferguson Supply,M. Chen,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-f67c22,2022-05-20,PRJ-2022-328-SOV-09,Equipment,AHU Custom,3,EA,48136.67,144410.01,PO-90357,Ferguson Supply,M. Chen,Good condition
PRJ-2022-328,DEL-328-8d390b,2022-05-23,PRJ-2022-328-SOV-07,Equipment,RTU 25-Ton,4,EA,271492.93,1085971.72,PO-24699,RE Michel,D. Patel,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-0a1ef1,2022-05-24,PRJ-2022-328-SOV-05,Piping,Refrigerant R-410A,44,EA,426.22,18753.56,PO-24892,Johnstone Supply,D. Patel,Minor packaging damage - product OK
PRJ-2022-328,DEL-328-0660bf,2022-05-25,PRJ-2022-328-SOV-04,Ductwork,Duct Sealant,390,LF,386.99,150927.88,PO-50124,Ferguson Supply,R. Williams,Good condition
PRJ-2022-328,DEL-328-066ac5,2022-05-28,PRJ-2022-328-SOV-09,Equipment,FCU 2-Pipe,235,LF,378.97,89057.46,PO-72746,Ferguson Supply,M. Chen,Good condition
PRJ-2022-328,DEL-328-26170b,2022-05-29,PRJ-2022-328-SOV-06,Piping,"Black Steel Sch40 4""",620,LF,16.92,10492.85,PO-85211,Winsupply,D. Patel,Good condition
PRJ-2022-328,DEL-328-7e9a28,2022-05-29,PRJ-2022-328-SOV-07,Equipment,"VAV Box 16""",25,EA,4913.0,122824.88,PO-43194,Winsupply,R. Williams,Good condition
PRJ-2022-328,DEL-328-83039c,2022-05-29,PRJ-2022-328-SOV-09,Equipment,Chiller 200-Ton,3,EA,66004.48,198013.44,PO-31399,RE Michel,K. Thompson,Minor packaging damage - product OK
PRJ-2022-328,DEL-328-bbc10c,2022-06-01,PRJ-2022-328-SOV-04,Ductwork,Galvanized Sheet Metal 22ga,30,SHEET,2073.91,62217.38,PO-43973,ACR Group,K. Thompson,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-2b09d9,2022-06-01,PRJ-2022-328-SOV-04,Ductwork,"Spiral Duct 24""",280,LF,446.95,125145.65,PO-46099,Winsupply,D. Patel,Good condition
PRJ-2022-328,DEL-328-eb5b3f,2022-06-06,PRJ-2022-328-SOV-07,Equipment,Chiller 200-Ton,3,EA,51451.31,154353.93,PO-43549,Ferguson Supply,D. Patel,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-4f0922,2022-06-07,PRJ-2022-328-SOV-06,Piping,"PVC Sch40 4""",36,EA,2742.57,98732.48,PO-39953,ACR Group,D. Patel,Good condition
PRJ-2022-328,DEL-328-f424ca,2022-06-14,PRJ-2022-328-SOV-09,Equipment,Chiller 200-Ton,3,EA,56194.26,168582.78,PO-67526,ACR Group,M. Chen,Good condition
PRJ-2022-328,DEL-328-0d9d27,2022-06-27,PRJ-2022-328-SOV-04,Ductwork,"Flex Duct 10""",492,LF,243.66,119880.77,PO-47859,RE Michel,D. Patel,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-58cebb,2022-07-23,PRJ-2022-328-SOV-09,Equipment,FCU 2-Pipe,710,LF,174.37,123801.89,PO-48715,Carrier Enterprise,J. Martinez,Good condition
PRJ-2022-328,DEL-328-f6ffb3,2022-07-29,PRJ-2022-328-SOV-08,Equipment,Split System 3-Ton,33,EA,13266.6,437797.94,PO-38849,Johnstone Supply,J. Martinez,Good condition
PRJ-2022-328,DEL-328-9d7aa7,2022-08-07,PRJ-2022-328-SOV-05,Piping,Flux,32,EA,4941.53,158128.9,PO-35569,ACR Group,J. Martinez,Good condition
PRJ-2022-328,DEL-328-c3cfb7,2022-08-19,PRJ-2022-328-SOV-10,Controls,"Control Valve 2""",26,EA,2227.49,57914.68,PO-84798,Johnstone Supply,J. Martinez,Good condition
PRJ-2022-328,DEL-328-c31787,2022-08-30,PRJ-2022-328-SOV-10,Controls,Damper Motor,44,EA,1504.07,66179.08,PO-69702,Winsupply,M. Chen,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-61a7d2,2022-09-01,PRJ-2022-328-SOV-05,Piping,"Black Steel Sch40 4""",626,LF,444.38,278181.51,PO-48936,Carrier Enterprise,K. Thompson,Good condition
PRJ-2022-328,DEL-328-2db656,2022-09-02,PRJ-2022-328-SOV-11,Controls,BACnet Gateway,24,EA,1768.96,42454.95,PO-45541,ACR Group,M. Chen,Good condition
PRJ-2022-328,DEL-328-d950b9,2022-09-20,PRJ-2022-328-SOV-12,Insulation,Fiberglass Duct Wrap R-8,70,LF,249.32,17452.49,PO-53895,Carrier Enterprise,R. Williams,Good condition
PRJ-2022-328,DEL-328-fe0e1e,2022-09-23,PRJ-2022-328-SOV-11,Controls,Actuator 24V,60,EA,696.7,41801.88,PO-72820,Carrier Enterprise,K. Thompson,Good condition
PRJ-2022-328,DEL-328-cf5154,2022-09-27,PRJ-2022-328-SOV-07,Equipment,RTU 15-Ton,4,EA,106313.31,425253.23,PO-39638,RE Michel,K. Thompson,Good condition
PRJ-2022-328,DEL-328-a3a451,2022-10-01,PRJ-2022-328-SOV-09,Equipment,Split System 3-Ton,39,EA,4754.81,185437.63,PO-15297,ACR Group,J. Martinez,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-d5f630,2022-10-01,PRJ-2022-328-SOV-12,Insulation,Fiberglass Duct Liner R-6,115,LF,482.14,55445.74,PO-89056,Carrier Enterprise,J. Martinez,Good condition
PRJ-2022-328,DEL-328-5221af,2022-10-06,PRJ-2022-328-SOV-10,Controls,VAV Controller,19,EA,2481.56,47149.6,PO-40097,Ferguson Supply,R. Williams,Good condition
PRJ-2022-328,DEL-328-e2995d,2022-10-08,PRJ-2022-328-SOV-06,Piping,Brazing Alloy,44,EA,4392.77,193281.74,PO-66064,Johnstone Supply,R. Williams,Good condition
PRJ-2022-328,DEL-328-76c6a6,2022-10-08,PRJ-2022-328-SOV-12,Insulation,Vapor Barrier Tape,44,EA,901.42,39662.69,PO-52397,RE Michel,J. Martinez,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-744bae,2022-10-13,PRJ-2022-328-SOV-09,Equipment,AHU Custom,4,EA,13272.72,53090.86,PO-34252,Carrier Enterprise,K. Thompson,Minor packaging damage - product OK
PRJ-2022-328,DEL-328-3102e2,2022-10-18,PRJ-2022-328-SOV-08,Equipment,AHU Custom,2,EA,205815.85,411631.7,PO-95700,Ferguson Supply,R. Williams,Good condition
PRJ-2022-328,DEL-328-cab9f1,2022-10-31,PRJ-2022-328-SOV-07,Equipment,AHU Custom,2,EA,16833.31,33666.62,PO-76247,RE Michel,D. Patel,Good condition
PRJ-2022-328,DEL-328-ae3b39,2022-11-05,PRJ-2022-328-SOV-10,Controls,Actuator 24V,22,EA,259.66,5712.62,PO-13103,Johnstone Supply,J. Martinez,Minor packaging damage - product OK
PRJ-2022-328,DEL-328-c3aca0,2022-11-12,PRJ-2022-328-SOV-11,Controls,Pressure Sensor,43,EA,215.92,9284.7,PO-87199,RE Michel,K. Thompson,Good condition
PRJ-2022-328,DEL-328-cad16e,2022-11-25,PRJ-2022-328-SOV-07,Equipment,Chiller 200-Ton,1,EA,46997.74,46997.74,PO-90148,Johnstone Supply,K. Thompson,Good condition
PRJ-2022-328,DEL-328-92225e,2022-11-29,PRJ-2022-328-SOV-08,Equipment,FCU 4-Pipe,204,LF,2471.47,504180.14,PO-18644,Ferguson Supply,M. Chen,Good condition
PRJ-2022-328,DEL-328-850d17,2022-11-30,PRJ-2022-328-SOV-11,Controls,Damper Motor,30,EA,1253.95,37618.44,PO-20009,Johnstone Supply,J. Martinez,Good condition
PRJ-2022-328,DEL-328-cda0a6,2022-12-07,PRJ-2022-328-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",209,LF,292.8,61195.32,PO-29291,RE Michel,D. Patel,Good condition
PRJ-2022-328,DEL-328-91c293,2022-12-27,PRJ-2022-328-SOV-11,Controls,Damper Motor,23,EA,2875.64,66139.71,PO-76974,RE Michel,R. Williams,Good condition
PRJ-2022-328,DEL-328-4270c2,2022-12-30,PRJ-2022-328-SOV-12,Insulation,Vapor Barrier Tape,47,EA,1291.32,60692.26,PO-15536,Johnstone Supply,D. Patel,Good condition
PRJ-2022-328,DEL-328-3f00ce,2023-01-01,PRJ-2022-328-SOV-10,Controls,Pressure Sensor,100,EA,723.89,72388.8,PO-34858,Ferguson Supply,J. Martinez,Good condition
PRJ-2022-328,DEL-328-cd55db,2023-02-24,PRJ-2022-328-SOV-11,Controls,Temp Sensor,19,EA,3163.18,60100.41,PO-77873,RE Michel,D. Patel,Partial shipment - backorder pending
PRJ-2022-328,DEL-328-07b5db,2023-03-01,PRJ-2022-328-SOV-12,Insulation,Insulation Adhesive,32,EA,366.13,11716.23,PO-13605,Winsupply,D. Patel,Partial shipment - backorder pending
PRJ-2022-329,DEL-329-6bc936,2022-03-29,PRJ-2022-329-SOV-03,Ductwork,"Spiral Duct 24""",237,LF,749.99,177747.83,PO-19886,Winsupply,J. Martinez,Good condition
PRJ-2022-329,DEL-329-68a558,2022-05-08,PRJ-2022-329-SOV-03,Ductwork,"Spiral Duct 12""",104,LF,2013.88,209443.09,PO-15061,Ferguson Supply,D. Patel,Good condition
PRJ-2022-329,DEL-329-36e70d,2022-05-22,PRJ-2022-329-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,41,SHEET,4134.72,169523.56,PO-84406,Winsupply,M. Chen,Partial shipment - backorder pending
PRJ-2022-329,DEL-329-40cc29,2022-06-16,PRJ-2022-329-SOV-04,Ductwork,"Spiral Duct 24""",140,LF,2548.87,356841.2,PO-14659,RE Michel,K. Thompson,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-20397a,2022-06-27,PRJ-2022-329-SOV-07,Equipment,"VAV Box 16""",12,EA,121718.86,1460626.27,PO-31931,ACR Group,D. Patel,Good condition
PRJ-2022-329,DEL-329-adc0bf,2022-07-07,PRJ-2022-329-SOV-09,Equipment,Chiller 200-Ton,2,EA,235874.64,471749.29,PO-50743,ACR Group,K. Thompson,Partial shipment - backorder pending
PRJ-2022-329,DEL-329-2aa4f2,2022-07-10,PRJ-2022-329-SOV-04,Ductwork,"Spiral Duct 16""",377,LF,677.78,255522.7,PO-89469,Ferguson Supply,M. Chen,Good condition
PRJ-2022-329,DEL-329-1f6ce4,2022-07-11,PRJ-2022-329-SOV-05,Piping,"Black Steel Sch40 4""",947,LF,370.4,350771.39,PO-84020,Johnstone Supply,R. Williams,Good condition
PRJ-2022-329,DEL-329-d466d7,2022-07-15,PRJ-2022-329-SOV-06,Piping,Brazing Alloy,50,EA,3596.0,179799.82,PO-90675,Ferguson Supply,M. Chen,Good condition
PRJ-2022-329,DEL-329-da5ef7,2022-07-27,PRJ-2022-329-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,82,SHEET,1928.51,158138.18,PO-63944,Johnstone Supply,R. Williams,Good condition
PRJ-2022-329,DEL-329-727537,2022-08-09,PRJ-2022-329-SOV-09,Equipment,RTU 25-Ton,2,EA,127036.04,254072.08,PO-41349,Winsupply,J. Martinez,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-8a3929,2022-08-13,PRJ-2022-329-SOV-04,Ductwork,Hanging Hardware,42,EA,5.49,230.56,PO-61430,ACR Group,M. Chen,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-c0add3,2022-08-18,PRJ-2022-329-SOV-07,Equipment,Split System 3-Ton,16,EA,21359.17,341746.77,PO-76689,RE Michel,D. Patel,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-e406ca,2022-09-23,PRJ-2022-329-SOV-08,Equipment,AHU Custom,3,EA,43290.06,129870.19,PO-54248,Winsupply,D. Patel,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-1036e6,2022-09-29,PRJ-2022-329-SOV-05,Piping,"Copper Type L 2""",386,LF,616.65,238026.74,PO-40536,Winsupply,K. Thompson,Good condition
PRJ-2022-329,DEL-329-faf32b,2022-10-08,PRJ-2022-329-SOV-03,Ductwork,"Spiral Duct 12""",339,LF,634.85,215214.88,PO-63054,Ferguson Supply,K. Thompson,Good condition
PRJ-2022-329,DEL-329-7aefa9,2022-10-21,PRJ-2022-329-SOV-05,Piping,"Copper Type L 1""",893,LF,21.44,19150.03,PO-30553,ACR Group,M. Chen,Good condition
PRJ-2022-329,DEL-329-d7f589,2022-10-25,PRJ-2022-329-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",806,LF,187.84,151397.19,PO-96973,Carrier Enterprise,D. Patel,Partial shipment - backorder pending
PRJ-2022-329,DEL-329-0a30af,2022-10-31,PRJ-2022-329-SOV-12,Insulation,Vapor Barrier Tape,16,EA,3536.83,56589.35,PO-12847,ACR Group,D. Patel,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-c29fdf,2022-11-05,PRJ-2022-329-SOV-10,Controls,"Control Valve 2""",47,EA,2163.53,101686.08,PO-77465,Ferguson Supply,J. Martinez,Good condition
PRJ-2022-329,DEL-329-1e17a3,2022-11-12,PRJ-2022-329-SOV-11,Controls,Pressure Sensor,26,EA,4099.66,106591.16,PO-59997,RE Michel,J. Martinez,Partial shipment - backorder pending
PRJ-2022-329,DEL-329-2d41e2,2022-11-24,PRJ-2022-329-SOV-06,Piping,Refrigerant R-410A,8,EA,6743.77,53950.14,PO-37152,Carrier Enterprise,J. Martinez,Good condition
PRJ-2022-329,DEL-329-b08f80,2022-11-27,PRJ-2022-329-SOV-08,Equipment,RTU 15-Ton,1,EA,548461.31,548461.31,PO-94153,ACR Group,J. Martinez,Good condition
PRJ-2022-329,DEL-329-bf3759,2022-12-01,PRJ-2022-329-SOV-08,Equipment,RTU 15-Ton,4,EA,97996.91,391987.66,PO-18332,Johnstone Supply,M. Chen,Partial shipment - backorder pending
PRJ-2022-329,DEL-329-057d61,2022-12-26,PRJ-2022-329-SOV-08,Equipment,FCU 2-Pipe,807,LF,640.03,516507.71,PO-11421,Winsupply,D. Patel,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-e09a66,2023-01-03,PRJ-2022-329-SOV-10,Controls,Temp Sensor,43,EA,1134.57,48786.44,PO-22714,Winsupply,R. Williams,Good condition
PRJ-2022-329,DEL-329-669a4f,2023-01-08,PRJ-2022-329-SOV-05,Piping,Brazing Alloy,18,EA,5729.13,103124.38,PO-49793,RE Michel,J. Martinez,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-6a0e82,2023-01-18,PRJ-2022-329-SOV-06,Piping,"Copper Type L 1.5""",139,LF,1225.4,170330.57,PO-75088,Johnstone Supply,D. Patel,Partial shipment - backorder pending
PRJ-2022-329,DEL-329-95395f,2023-01-19,PRJ-2022-329-SOV-11,Controls,"Control Valve 2""",24,EA,35.72,857.39,PO-71391,Winsupply,K. Thompson,Good condition
PRJ-2022-329,DEL-329-0cd54e,2023-01-20,PRJ-2022-329-SOV-05,Piping,"Copper Type L 1""",214,LF,1883.97,403169.71,PO-92859,ACR Group,D. Patel,Minor packaging damage - product OK
PRJ-2022-329,DEL-329-5ea12a,2023-01-30,PRJ-2022-329-SOV-10,Controls,DDC Controller,84,EA,883.39,74204.66,PO-78313,Ferguson Supply,R. Williams,Good condition
PRJ-2022-329,DEL-329-1d6554,2023-02-11,PRJ-2022-329-SOV-06,Piping,"Black Steel Sch40 2""",331,LF,297.14,98354.79,PO-32387,Ferguson Supply,K. Thompson,Good condition
PRJ-2022-329,DEL-329-53db36,2023-02-14,PRJ-2022-329-SOV-07,Equipment,AHU Custom,1,EA,842386.85,842386.85,PO-25542,Carrier Enterprise,D. Patel,Good condition
PRJ-2022-329,DEL-329-831e64,2023-02-20,PRJ-2022-329-SOV-11,Controls,Temp Sensor,55,EA,2438.75,134131.26,PO-52344,ACR Group,M. Chen,Good condition
PRJ-2022-329,DEL-329-2d9857,2023-02-21,PRJ-2022-329-SOV-11,Controls,Damper Motor,33,EA,2994.56,98820.51,PO-29446,Winsupply,J. Martinez,Good condition
PRJ-2022-329,DEL-329-551591,2023-02-22,PRJ-2022-329-SOV-10,Controls,"Control Valve 2""",36,EA,1484.96,53458.54,PO-83142,Winsupply,D. Patel,Good condition
PRJ-2022-329,DEL-329-a664df,2023-03-01,PRJ-2022-329-SOV-06,Piping,Flux,7,EA,12208.14,85456.95,PO-78438,Ferguson Supply,R. Williams,Good condition
PRJ-2022-329,DEL-329-a8a0d6,2023-03-07,PRJ-2022-329-SOV-09,Equipment,Split System 3-Ton,37,EA,13610.13,503574.73,PO-93156,Winsupply,D. Patel,Good condition
PRJ-2022-329,DEL-329-771707,2023-04-25,PRJ-2022-329-SOV-11,Controls,DDC Controller,67,EA,121.25,8123.69,PO-31094,Ferguson Supply,D. Patel,Good condition
PRJ-2022-329,DEL-329-882923,2023-04-26,PRJ-2022-329-SOV-11,Controls,Damper Motor,18,EA,3053.23,54958.09,PO-59086,Winsupply,R. Williams,Partial shipment - backorder pending
PRJ-2022-329,DEL-329-0a5211,2023-06-04,PRJ-2022-329-SOV-12,Insulation,Fiberglass Duct Wrap R-8,146,LF,968.46,141395.86,PO-23962,RE Michel,J. Martinez,Good condition
